date,z_fx,y10_spread,country,z_fx_hat,res_2nd
2020-10-07,-0.4479900817802116,5.398,MXN,0.11888733247303285,-0.5668774142532444
2020-10-08,-0.5584578599797068,5.3759999999999994,MXN,0.11464671760935286,-0.6731045775890596
2020-10-09,-0.6647718525612557,5.3,MXN,0.0999973208075493,-0.764769173368805
2020-10-13,-0.6720065662518686,5.345000000000001,MXN,0.10867130575598571,-0.7806778720078543
2020-10-14,-0.6725394793965266,5.339,MXN,0.10751477442952762,-0.7800542538260542
2020-10-15,-0.6820682381800527,5.357,MXN,0.11098436840890202,-0.7930526065889547
2020-10-16,-0.8025715502894878,5.382999999999999,MXN,0.11599600415688727,-0.9185675544463751
2020-10-19,-0.7359374141741516,5.383,MXN,0.11599600415688749,-0.8519334183310391
2020-10-20,-0.6859940755506938,5.337,MXN,0.10712926398737466,-0.7931233395380685
2020-10-21,-0.6100268691244453,5.325,MXN,0.10481620133445835,-0.7148430704589036
2020-10-22,-0.48632425148964703,5.346,MXN,0.10886406097706197,-0.595188312466709
2020-10-23,-0.5634067336330694,5.345,MXN,0.1086713057559856,-0.672078039389055
2020-10-26,-0.5069839091243186,5.383,MXN,0.11599600415688749,-0.622979913281206
2020-10-27,-0.7227038488281886,5.369,MXN,0.11329743106181833,-0.8360012798900069
2020-10-28,-0.36440305276537543,5.391,MXN,0.11753804592549827,-0.4819410986908737
2020-10-29,-0.3614150300855854,5.386,MXN,0.11657426982011648,-0.4779892999057019
2020-10-30,-0.4118631146327969,5.407,MXN,0.12062212946272022,-0.5324852440955171
2020-11-02,-0.5953545222082005,5.479500000000001,MXN,0.13459688299075667,-0.7299514051989572
2020-11-03,-0.5667405697789379,5.467,MXN,0.13218744272730198,-0.6989280125062399
2020-11-04,-0.728086041816779,5.45,MXN,0.12891060396900378,-0.8569966457857828
2020-11-05,-0.8959931473916664,5.319999999999999,MXN,0.10385242522907645,-0.9998455726207428
