date,country,serie,z_score
2022-06-13,COP,FX,-2.513493101968174
2022-06-14,COP,FX,-1.9983138677916565
2022-06-15,COP,FX,-2.3846218505289527
2022-06-16,COP,FX,-3.0155125963669938
2022-06-17,COP,FX,-3.097520867150809
2022-06-20,COP,FX,-2.982090250860724
2022-06-22,COP,FX,-2.2619773305807844
2022-06-23,COP,FX,-2.304160715961938
2022-06-24,COP,FX,-1.5053318117107288
2022-06-28,COP,FX,-1.2691002145586157
2022-06-29,COP,FX,-1.7712811247595432
2022-06-30,COP,FX,-2.0864733973144136
2022-07-01,COP,FX,-2.0162208708533016
2022-07-04,COP,FX,-1.6778238433044894
2022-07-05,COP,FX,-2.0362120557594112
2022-07-06,COP,FX,-1.786670899243075
2022-07-07,COP,FX,-0.8140052150110613
2022-07-08,COP,FX,-0.5850188252644157
2022-07-11,COP,FX,-0.9684173709246389
2022-07-12,COP,FX,-0.6994922502782839
2022-07-13,COP,FX,0.008413966463698819
2022-07-14,COP,FX,-0.5614942950195496
2022-07-15,COP,FX,-0.565822025425393
2022-07-18,COP,FX,-0.8131560728981116
2022-07-19,COP,FX,-0.6716105675907725
2022-07-20,COP,FX,-0.7956237288280638
2022-07-21,COP,FX,-0.9156434774135808
2022-07-22,COP,FX,-0.7416158766038725
2022-07-25,COP,FX,-0.5510804367787463
2022-07-26,COP,FX,-0.6381422277858276
2022-07-27,COP,FX,-0.29311821452480585
2022-07-28,COP,FX,-0.4192445752591629
2022-07-29,COP,FX,-0.3355262995615372
2022-08-01,COP,FX,-0.756634820971903
2022-08-02,COP,FX,-0.9388001326987598
2022-08-03,COP,FX,-0.704567243650114
2022-08-04,COP,FX,-0.51409806261712
2022-08-05,COP,FX,-0.6502810796987112
2022-08-08,COP,FX,-0.3131571986164231
2022-08-09,COP,FX,-0.5747764694984056
2022-08-10,COP,FX,-0.30364354300471824
2022-08-11,COP,FX,-0.18105265577276602
2022-08-12,COP,FX,-0.4081103425286278
2022-08-16,COP,FX,-0.905551473441539
2022-08-17,COP,FX,-0.8218172127868256
2022-08-18,COP,FX,-0.20179357463069938
2022-08-19,COP,FX,-0.020634378623710835
2022-08-22,COP,FX,-0.18509419037405922
2022-08-23,COP,FX,-0.10314658832092329
2022-08-24,COP,FX,-0.04554000326553239
2022-08-25,COP,FX,0.020100374256818498
2022-08-26,COP,FX,-0.09904688269933268
2022-08-29,COP,FX,-0.24384030750387173
2022-08-30,COP,FX,-0.4880743627435359
2022-08-31,COP,FX,-0.6536524864975296
2022-09-01,COP,FX,-0.6342761182766737
2022-09-02,COP,FX,-0.5468056848157699
2022-09-05,COP,FX,-0.5243102842598327
2022-09-06,COP,FX,-0.33590674957072464
2022-09-07,COP,FX,-0.45587751159929224
2022-09-08,COP,FX,-0.316046092196577
2022-09-09,COP,FX,-0.20344980215856037
2022-09-12,COP,FX,0.04452306505512922
2022-09-13,COP,FX,-0.4927141231750974
2022-09-14,COP,FX,-0.4470966814649951
2022-09-15,COP,FX,-0.7505054848191254
2022-09-20,COP,FX,-0.5593783625251569
2022-09-21,COP,FX,-0.789640064192142
2022-09-22,COP,FX,-0.8161373828975464
2022-09-23,COP,FX,-1.4717011942484421
2022-09-26,COP,FX,-1.2851090640809595
2022-09-27,COP,FX,-0.706505042769077
