date,fitted_clp_oos,res_fx_oos,z_fx_oos,n_train_fx,clp,y10_clp_oos,fitted_y10_clp_oos,res_y10_oos,z_y10_oos,n_train_y10,stress_market_oos,stress_market_oos_30d,regime_oos
2015-03-09,638.3171819902537,-0.021595791641743745,-1.5073308778188388,600,624.68,4.32799363057325,4.286917582645117,0.04107604792813291,0.35843048343624706,600,-0.5744501971912959,-0.6510968267041881,Condiciones neutrales
2015-03-16,640.6815731985074,-0.0025968150184922933,-0.18112383363184537,605,639.02,4.34214285714285,4.246397640052342,0.0957452170905082,0.838620556796649,605,0.32874836158240184,-0.5510418943974307,Condiciones neutrales
2015-03-23,622.004851934163,0.021653007252536938,1.509619179738215,610,635.62,4.35642857142857,4.153957521084713,0.20247105034385715,1.763730974039087,610,1.6366750768886509,-0.1805822556388029,Condiciones neutrales
2015-03-30,624.1030769305816,-0.002106158804256353,-0.1470958894672028,615,622.79,4.45,4.193261010787797,0.2567389892122032,2.2198426301048992,615,1.0363733703188482,0.10607431801862745,Condiciones neutrales
2015-04-07,613.9356093676023,-0.005218715218714642,-0.3658355899740281,620,610.74,4.495677966101695,4.1877206330514944,0.3079573330502008,2.6112335680376813,620,1.1226989890318266,0.47566913195871263,Condiciones neutrales
2015-04-14,614.9222657676204,0.009996236873349496,0.7033676221829553,625,621.1,4.55019607843138,4.228926308738675,0.32126976969270515,2.675803915382703,625,1.6895857687828293,0.8732718949022101,Estrés moderado
2015-04-21,608.465273273109,0.011365120143367768,0.8009073386963952,630,615.42,4.50145161290323,4.229811474446066,0.2716401384571636,2.212049148973352,630,1.5064782438348736,1.2200933017399052,Estrés moderado
2015-04-28,603.5374028593478,0.012419868311476456,0.8734131119178216,635,611.08,4.45424627307177,4.260022628048098,0.19422364502367184,1.5660506212827077,635,1.2197318666002646,1.3685905525762156,Estrés moderado
2015-05-06,609.95970027016,0.0031596379412484055,0.22274384973757472,640,611.89,4.52865324692357,4.341972168670367,0.18668107825320313,1.4998165886833439,640,0.8612802192104593,1.2393580762965168,Estrés moderado
2015-05-13,606.0590189777939,0.0020619967147448293,0.1458729838827009,645,607.31,4.59188559057959,4.37330130525125,0.2185842853283404,1.7418759039628733,645,0.9438744439227871,1.22394158856384,Estrés moderado
